,requests,requests_duration_mean,num_pods,pod_cpu_limit,node_cores,node_mem,pod_mem_limit,pod_util_cpu_avg,pod_util_mem_avg,total_cpu_util,total_mem_util
1272,4683.0,6.2198190478325985,2,0.2,2.0,7.799198150634766,0.1953125,0.097,0.05982017517089844,0.194,0.11964035034179688
1273,4686.0,5.9877948583013225,2,0.5,2.0,3.8617095947265625,0.48828125,0.0965,0.061004638671875,0.193,0.12200927734375
1274,4687.0,7.35374751952208,1,1.0,2.0,3.8617095947265625,0.9765625,0.203,0.07659149169921875,0.203,0.07659149169921875
1275,4688.0,1496.0596416627538,2,0.2,1.0,0.4793853759765625,0.1953125,0.026500000000000003,0.0771942138671875,0.053000000000000005,0.154388427734375
1276,4693.0,57.99010453100362,1,0.2,4.0,15.674213409423828,0.1953125,0.169,0.07770156860351562,0.169,0.07770156860351562
1277,4696.0,8.778540026405446,2,0.2,1.0,0.4793853759765625,0.1953125,0.08850000000000001,0.06871795654296875,0.17700000000000002,0.1374359130859375
1278,4699.0,7.521893462864422,2,0.2,4.0,15.674213409423828,0.1953125,0.10700000000000001,0.06728363037109375,0.21400000000000002,0.1345672607421875
1279,4701.0,8.891782331844313,3,1.0,2.0,7.799198150634766,0.48828125,0.059,0.06199391682942709,0.177,0.18598175048828128
1280,4701.0,14.488362492661151,2,0.2,1.0,0.9715576171875,0.1953125,0.1045,0.07400321960449219,0.209,0.14800643920898438
1281,4706.0,11.83766235826606,3,0.1,4.0,15.674213409423828,0.09765625,0.07500000000000001,0.0644518534342448,0.22500000000000003,0.19335556030273438
1282,4708.0,9.621509803738327,2,0.2,1.0,0.4793853759765625,0.1953125,0.10400000000000001,0.07367515563964844,0.20800000000000002,0.14735031127929688
1283,4711.0,63.645771319040584,1,0.2,2.0,7.799198150634766,0.1953125,0.17700000000000002,0.07455825805664062,0.17700000000000002,0.07455825805664062
1284,4711.0,16.992607243260444,2,0.2,1.0,1.9559326171875,0.1953125,0.09950000000000002,0.06515884399414062,0.19900000000000004,0.13031768798828125
1285,4711.0,6.342037102950529,1,1.0,4.0,15.674213409423828,0.48828125,0.25,0.07478713989257812,0.25,0.07478713989257812
1286,4730.0,5.917039559196618,1,1.0,4.0,15.674213409423828,0.48828125,0.186,0.07443618774414062,0.186,0.07443618774414062
